OBJECTID,year,quarter,light_desc,light_code,county_des,county_no,muni_desc,muni_code,junction_d,junction_c,collision_,collisio_2,surf_cond_,surf_con_2,lane_code,rd_cond_de,rd_cond_co,rd_div_des,rd_div_cod,fix_obj_de,fix_obj_co,report_no,report_typ,weather_de,weather_co,acc_date,acc_time,loc_code,signal_fla,signal_f_2,c_m_zone_f,agency_cod,area_code,harm_event,harm_eve_2,harm_eve_3,harm_eve_4,rte_no,route_type,rte_suffix,log_mile,logmile_di,logmile__2,mainroad_n,distance,feet_miles,feet_mil_2,distance_d,reference_,referenc_2,referenc_3,referenc_4,latitude,longitude,crashdate,date,Field1,x,y
517,2022,Q1,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,MSP7047003Y,Property Damage Crash,Not Applicable,0,20220206,6/23/2023 12:07:00 AM,,Yes,Y,N,MSP,UNK,Other Vehicle,1,Not Applicable,0,765,MU,,2.8,North,N,DIVISION ST S,0,Feet,F,N,823,MU,,DYKES RD,38.33669,-75.59946,20220206,2/6/2022 12:00:00 AM,,-75.599467258607,38.3366885452402
518,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE311100BT,Property Damage Crash,,7.01,20220225,6/23/2023 5:33:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,4.33,North,N,S SALISBURY BLVD,0,Feet,F,N,2180,MU,,PINEHURST AVE,38.37161,-75.53046,20220225,2/25/2022 12:00:00 AM,,-75.5304649328104,38.3716139030593
519,2022,Q1,Daylight,1,Wicomico,22,,133,,9.04,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,MSP7218004D,Injury Crash,,6.01,20220316,6/23/2023 4:40:00 PM,,No,N,N,MSP,UNK,Not Applicable,0,Other Vehicle,1,13,US,,12.65,North,N,N SALISBURY BLVD,10,Feet,F,S,416,CO,,NAYLOR MILL RD,38.41216,-75.56814,20220316,3/16/2022 12:00:00 AM,,-75.5681377662449,38.4121596504476
520,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Right Turn,8,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2186007V,Property Damage Crash,,7.01,20220309,6/23/2023 9:50:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,520,MU,,0.29,West,W,E CHURCH ST,0,Feet,F,W,2290,MU,,PRISCILLA ST,38.37295,-75.58138,20220309,3/9/2022 12:00:00 AM,,-75.5813833842358,38.3729520106268
521,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,0,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Not Applicable,0,DE5156001M,Property Damage Crash,,6.01,20220111,6/23/2023 8:15:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,124,MU,,3.74,South,S,BEAGLIN PARK DR,100,Feet,F,N,635,MU,,COLLEGE LA,38.34888,-75.57825,20220111,1/11/2022 12:00:00 AM,,-75.5782466280794,38.3488796083074
522,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4168001T,Property Damage Crash,Raining,3,20220203,6/23/2023 2:00:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,370,MU,,1.04,South,S,CAMDEN AVE,0,Feet,F,S,631,MU,,W COLLEGE AVE,38.34924,-75.60761,20220203,2/3/2022 12:00:00 AM,,-75.6076099857123,38.3492419703407
523,2022,Q1,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Building,2,DE3196000G,Property Damage Crash,,6.01,20220308,6/23/2023 10:41:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,2125,MU,,0.36,West,W,PEMBERTON DR,600,Feet,F,E,725,MU,,CULVER RD,38.36641,-75.61949,20220308,3/8/2022 12:00:00 AM,,-75.6194878868565,38.3664071836446
524,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Sideswipe,7,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE6197002F,Property Damage Crash,,6.01,20220302,6/23/2023 2:35:00 PM,22,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,415,MU,,0.25,East,E,E CARROLL ST,0,Feet,F,E,828,MU,,EASTERN SHORE DR,38.35307,-75.60954,20220302,3/2/2022 12:00:00 AM,,-75.6095369666576,38.3530645881603
525,2022,Q1,Dark No Lights,4,Wicomico,22,,133,Not Applicable,0,Single Vehicle,17,Not Applicable,0,1,No Defects,1,One-way Trafficway,2,,23.03,MSP4925009G,Property Damage Crash,Raining,3,20220207,6/23/2023 12:28:00 AM,,No,N,N,MSP,UNK,Off Road,16,Fixed Object,9,13,US,,8.68,North,N,SALISBURY BYPASS,200,Feet,F,N,13,RP,,RAMP 5 FR US 13 SB TO US 50BU EB,38.36816,-75.53918,20220207,2/7/2022 12:00:00 AM,,-75.539186945621,38.3681598732796
526,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Left Turn,9,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE21720096,Property Damage Crash,,6.01,20220304,6/23/2023 5:17:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,415,MU,,0.17,East,E,E CARROLL ST,0,Feet,F,E,13,US,BU,S SALISBURY BLVD,38.36314,-75.59616,20220304,3/4/2022 12:00:00 AM,,-75.5961612158674,38.3631372783628
527,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE41680022,Property Damage Crash,,6.01,20220322,6/23/2023 8:45:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,520,MU,,0.6,West,W,E CHURCH ST,0,Feet,F,W,1690,MU,,MARSHALL ST,38.37157,-75.58666,20220322,3/22/2022 12:00:00 AM,,-75.586660591613,38.3715672318423
528,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Dry,2,1,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Not Applicable,0,DE5156001Y,Injury Crash,,6.01,20220307,6/23/2023 9:43:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1331,MU,,0.22,East,E,E ISABELLA ST,0,Feet,F,E,13,US,BU,N SALISBURY BLVD,38.37001,-75.59436,20220307,3/7/2022 12:00:00 AM,,-75.5943631131671,38.3700156153284
529,2022,Q1,,7.88,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Curb,4,MSP6929004T,Property Damage Crash,,6.01,20220227,6/23/2023 12:45:00 AM,,No,N,N,MSP,UNK,Fixed Object,9,Fixed Object,9,13,US,,12.15,North,N,N SALISBURY BLVD,0.25,Miles,M,S,465,MU,,CENTRE RD,38.41982,-75.5652,20220227,2/27/2022 12:00:00 AM,,-75.5651973392858,38.4198186259289
530,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Sign Support Pole,9,DE2131002W,Property Damage Crash,,7.01,20220213,6/23/2023 12:15:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Fixed Object,9,2280,MU,,0.2,East,E,PRINCETON AVE,0,Feet,F,E,1660,MU,,MARGARET ST,38.34991,-75.59358,20220213,2/13/2022 12:00:00 AM,,-75.5935818532199,38.3499063148246
531,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Wet,1,0,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE31960008,Injury Crash,,6.01,20220129,6/23/2023 4:01:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.58,North,N,N SALISBURY BLVD,0,Feet,F,N,531,MU,,W CHURCH ST,38.36732,-75.59552,20220129,1/29/2022 12:00:00 AM,,-75.5955237979849,38.3673182400448
532,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Sideswipe,7,Wet,1,1,No Defects,1,One-way Trafficway,2,Not Applicable,0,DE3196000Q,Property Damage Crash,Raining,3,20220331,6/23/2023 4:43:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1990,MU,,0,East,E,OHIO AVE,200,Feet,F,E,370,MU,,CAMDEN AVE,38.35849,-75.60486,20220331,3/31/2022 12:00:00 AM,,-75.6048618005316,38.3584910362324
533,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Opposite Direction Sideswipe,6,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2176002H,Property Damage Crash,,6.01,20220308,6/23/2023 8:26:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2200,MU,,0,East,E,S PINEHURST AVE,0,Feet,F,E,2422,MU,,RIVERSIDE DR #2,38.35245,-75.61542,20220308,3/8/2022 12:00:00 AM,,-75.6154147206128,38.3524493808343
534,2022,Q1,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Ice,4,1,No Defects,1,"Two-way, Not Divided",1,Sign Support Pole,9,DE2131002T,Property Damage Crash,,8.04,20220129,6/23/2023 11:30:00 PM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,2155,MU,,0.05,South,S,PERRY DR,0,Feet,F,S,1128,MU,,HALSEY DR,38.3427,-75.59716,20220129,1/29/2022 12:00:00 AM,,-75.5971572375165,38.3427015194596
535,2022,Q1,Dark No Lights,4,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,ZV12910019,Injury Crash,,6.01,20220220,6/23/2023 9:59:00 PM,,No,N,N,WICOMICO,UNK,Overturn,11,Not Applicable,0,2447,MU,,0.95,North,N,ROBINS AVE,500,Feet,F,S,12,MD,,SNOW HILL RD,38.33529,-75.58593,20220220,2/20/2022 12:00:00 AM,,-75.5859290003231,38.3352889995877
536,2022,Q1,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Sideswipe,7,Snow,3,2,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE2186007J,Property Damage Crash,,8.04,20220103,6/23/2023 2:09:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,,12.15,North,N,N SALISBURY BLVD,100,Feet,F,S,465,MU,,CENTRE RD,38.40174,-75.56963,20220103,1/3/2022 12:00:00 AM,,-75.5696245803101,38.4017464454421
537,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE311100BW,Injury Crash,,6.01,20220321,6/23/2023 4:26:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1430,MU,,0.46,North,N,LAKE ST,0,Feet,F,N,1330,MU,,W ISABELLA ST,38.37161,-75.53046,20220321,3/21/2022 12:00:00 AM,,-75.5304649328104,38.3716139030593
538,2022,Q1,Daylight,1,Wicomico,22,,133,,5.01,Same Direction Left Turn,9,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE5156001T,Injury Crash,,6.01,20220213,6/23/2023 1:49:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,465,MU,,0.12,North,N,CENTRE RD,100,Feet,F,N,13,US,,N SALISBURY BLVD,38.40234,-75.5693,20220213,2/13/2022 12:00:00 AM,,-75.5693005518789,38.4023426006306
539,2022,Q1,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Left Turn,9,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE21720095,Property Damage Crash,,7.01,20220204,6/23/2023 4:22:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,190,MU,,0.17,East,E,BETHEL ST,300,Feet,F,W,2610,MU,,SPRING AVE,38.35455,-75.59124,20220204,2/4/2022 12:00:00 AM,,-75.5912413738902,38.3545550651642
540,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,,6.03,1,Not Applicable,0,"Two-way, Not Divided",1,Not Applicable,0,DE31960007,Property Damage Crash,,8.04,20220129,6/23/2023 12:38:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,4.53,North,N,S SALISBURY BLVD,0,Feet,F,N,2600,MU,,SOUTH BLVD,38.35354,-75.60095,20220129,1/29/2022 12:00:00 AM,,-75.6009485724186,38.3535424105539
541,2022,Q1,Daylight,1,Wicomico,22,,133,,8.04,Other,88,Dry,2,0,Not Applicable,0,"Two-way, Not Divided",1,Not Applicable,0,DE2149001Q,Property Damage Crash,,6.01,20220107,6/23/2023 3:18:00 PM,,No,N,N,SALISBURY,UNK,Parked Vehicle,2,Not Applicable,0,760,MU,,1.25,South,S,DELAWARE AVE,75,Feet,F,S,1240,MU,,HILL ST,38.36504,-75.61217,20220107,1/7/2022 12:00:00 AM,,-75.6121675277092,38.3650384910336
542,2022,Q1,Daylight,1,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Fence,7,DE21530037,Property Damage Crash,,6.01,20220329,6/23/2023 1:45:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Fixed Object,9,2095,MU,,0.42,South,S,PARSONS RD,200,Feet,F,S,175,CO,,MARINE RD,38.36502,-75.61505,20220329,3/29/2022 12:00:00 AM,,-75.615053672489,38.3650257215598
543,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4161007S,Property Damage Crash,,6.01,20220325,6/23/2023 3:26:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,7.17,North,N,SNOW HILL RD,0,Feet,F,N,2041,MU,,S PARK DR,38.35379,-75.58911,20220325,3/25/2022 12:00:00 AM,,-75.589111421355,38.3537856609795
544,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE3196000B,Property Damage Crash,,6.01,20220226,6/23/2023 2:53:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,7.1,North,N,SNOW HILL RD,0,Feet,F,N,310,MU,,BUENA VISTA AVE,38.36275,-75.59166,20220226,2/26/2022 12:00:00 AM,,-75.5916604678563,38.3627511715294
545,2022,Q1,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Head On,1,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE3196000K,Injury Crash,,6.01,20220313,6/23/2023 12:38:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Other Vehicle,1,1897,MU,,1.14,South,S,E NAYLOR MILL RD,80,Feet,F,N,1646,MU,,S MALL DR,38.39565,-75.56303,20220313,3/13/2022 12:00:00 AM,,-75.5630247642814,38.3956433609524
546,2022,Q1,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4168001V,Injury Crash,,6.01,20220211,6/23/2023 8:49:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,13,US,BU,5.11,North,N,S SALISBURY BLVD,0,Feet,F,N,2831,MU,,W VINE ST,38.36074,-75.59702,20220211,2/11/2022 12:00:00 AM,,-75.5970246477692,38.3607419700659
547,2022,Q1,Daylight,1,Wicomico,22,,133,Not Applicable,0,Single Vehicle,17,Snow,3,1,Not Applicable,0,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Building,2,DE11090036,Property Damage Crash,Blowing Snow,10.04,20220103,6/23/2023 3:30:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,360,MU,,0.16,West,W,CALVERT ST,10,Feet,F,E,110,MU,,BAPTIST ST,38.36607,-75.59837,20220103,1/3/2022 12:00:00 AM,,-75.5983727486034,38.3660649880088
548,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE1164000B,Injury Crash,,6.01,20220115,6/23/2023 4:40:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1430,MU,,0.2,North,N,LAKE ST,0,Feet,F,N,320,MU,,BURTON ST,38.36808,-75.60468,20220115,1/15/2022 12:00:00 AM,,-75.6046804009797,38.3680806484032
549,2022,Q1,Daylight,1,Wicomico,22,,133,,88,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Light Support Pole,8,DE311100BS,Property Damage Crash,,7.01,20220222,6/23/2023 2:51:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,6.67,North,N,SNOW HILL RD,50,Feet,F,N,2830,MU,,E VINE ST,38.37161,-75.53046,20220222,2/22/2022 12:00:00 AM,,-75.5304649328104,38.3716139030593
550,2022,Q1,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Sideswipe,7,Wet,1,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE311100BL,Property Damage Crash,,7.01,20220202,6/23/2023 7:53:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.93,North,N,N SALISBURY BLVD,50,Feet,F,S,100,MU,,BALTIMORE AVE,38.37161,-75.53046,20220202,2/2/2022 12:00:00 AM,,-75.5304649328104,38.3716139030593
551,2022,Q1,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Sign Support Pole,9,DE31350006,Property Damage Crash,,6.01,20220220,6/23/2023 12:14:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,50,US,BU,4.392,East,E,E SALISBURY PKWY,0,Feet,F,E,346,MD,,E MAIN ST,38.36925,-75.58107,20220220,2/20/2022 12:00:00 AM,,-75.5810714615786,38.3692498875723
552,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Building,2,DE31350008,Property Damage Crash,,6.01,20220301,6/23/2023 10:19:00 AM,,No,N,N,SALISBURY,UNK,Other Object,10,Parked Vehicle,2,3050,MU,,0.14,South,S,WINDER ST,0,Feet,F,S,2422,MU,,RIVERSIDE DR #2,38.35931,-75.60807,20220301,3/1/2022 12:00:00 AM,,-75.6080733577992,38.3593100757994
553,2022,Q1,Daylight,1,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Fence,7,DE5156001Q,Property Damage Crash,,6.01,20220207,6/23/2023 9:28:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Fixed Object,9,1330,MU,,0.17,East,E,W ISABELLA ST,100,Feet,F,E,2025,MU,,PACA ST,38.36941,-75.6138,20220207,2/7/2022 12:00:00 AM,,-75.6138037641323,38.3694099776883
554,2022,Q1,Dark No Lights,4,Wicomico,22,,133,Intersection Related,3,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE1143001R,Injury Crash,,6.01,20220316,6/23/2023 9:46:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,420,MU,,0.15,East,E,CARROLTON AVE,0,Feet,F,E,2450,MU,,ROGER ST,38.34898,-75.59472,20220316,3/16/2022 12:00:00 AM,,-75.5947222187554,38.3489742565567
555,2022,Q1,,5.02,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE21720092,Injury Crash,,6.01,20220124,6/23/2023 6:53:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,124,MU,,2.21,South,S,BEAGLIN PARK DR,0,Feet,F,S,50,US,BU,E SALISBURY PKWY,38.36788,-75.56593,20220124,1/24/2022 12:00:00 AM,,-75.5659364947734,38.3678801454524
556,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE1141003K,Injury Crash,,6.01,20220315,6/23/2023 9:52:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,5.864,East,E,E SALISBURY PKWY,0,Feet,F,E,2167,MU,,PHILLIP MORRIS DR,38.36544,-75.55504,20220315,3/15/2022 12:00:00 AM,,-75.5550376756482,38.3654451590669
557,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE21580082,Property Damage Crash,,6.01,20220228,6/23/2023 4:46:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,370,MU,,0.38,South,S,CAMDEN AVE,0,Feet,F,S,1990,MU,,OHIO AVE,38.35846,-75.60511,20220228,2/28/2022 12:00:00 AM,,-75.6051088496936,38.3584637741839
558,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4113004J,Property Damage Crash,,6.01,20220117,6/23/2023 9:04:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1780,MU,,0.58,South,S,MILL ST,0,Feet,F,N,410,MU,,W CARROLL ST,38.36397,-75.60382,20220117,1/17/2022 12:00:00 AM,,-75.6038243704983,38.3639720272873
559,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE21760028,Injury Crash,,6.01,20220115,6/23/2023 1:32:00 PM,,Yes,Y,N,SALISBURY,UNK,Pedestrian,3,Not Applicable,0,465,MU,,0.12,North,N,CENTRE RD,0,Feet,F,N,13,US,,N SALISBURY BLVD,38.40213,-75.56933,20220115,1/15/2022 12:00:00 AM,,-75.5693272077844,38.4021289001287
560,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2186007K,Injury Crash,,7.01,20220109,6/23/2023 3:04:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1896,MU,,3.39,West,W,NAYLOR MILL RD,0,Feet,F,W,2950,MU,,WEST RD,38.40553,-75.61799,20220109,1/9/2022 12:00:00 AM,,-75.617990173008,38.4055299085784
561,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE2176002K,Property Damage Crash,,6.01,20220311,6/23/2023 2:06:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,465,MU,,0.12,North,N,CENTRE RD,0,Feet,F,N,13,US,,N SALISBURY BLVD,38.40234,-75.56926,20220311,3/11/2022 12:00:00 AM,,-75.5692592676011,38.402341928837
562,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE4192003L,Property Damage Crash,,6.01,20220316,6/23/2023 5:16:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,3.871,East,E,E SALISBURY PKWY,0,Feet,F,E,2890,MU,,WARD ST,38.36743,-75.59055,20220316,3/16/2022 12:00:00 AM,,-75.5905439019795,38.3674315762063
563,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Sideswipe,7,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Fence,7,DE311100BJ,Property Damage Crash,,7.01,20220128,6/23/2023 12:27:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Fixed Object,9,370,MU,,0.28,South,S,CAMDEN AVE,0,Feet,F,S,2990,MU,,WICOMICO ST,38.37161,-75.53046,20220128,1/28/2022 12:00:00 AM,,-75.5304649328104,38.3716139030593
564,2022,Q1,Dark No Lights,4,Wicomico,22,,133,Not Applicable,0,Single Vehicle,17,Dry,2,1,Not Applicable,0,"Two-way, Divided, Positive Median Barrier",4,Guardrail or Barrier,5,MSP67280081,Property Damage Crash,,6.01,20220304,6/23/2023 7:18:00 PM,,No,N,N,MSP,UNK,Fixed Object,9,Not Applicable,0,50,US,,13.186,East,E,SALISBURY BYPASS,0.5,Miles,M,W,50,US,UA,NAYLOR MILL RD,38.40116,-75.62735,20220304,3/4/2022 12:00:00 AM,,-75.6273527333419,38.4011567168091
565,2022,Q1,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,3,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE21860080,Property Damage Crash,,6.01,20220319,6/23/2023 8:03:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,2.781,East,E,W SALISBURY PKWY,0,Feet,F,E,760,MU,,DELAWARE AVE,38.36775,-75.61005,20220319,3/19/2022 12:00:00 AM,,-75.6100508347782,38.3677536630012
566,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE1143001N,Injury Crash,,6.01,20220226,6/23/2023 9:37:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,7.17,North,N,SNOW HILL RD,0,Feet,F,N,2041,MU,,S PARK DR,38.36429,-75.59247,20220226,2/26/2022 12:00:00 AM,,-75.5924650813984,38.3642925996238
567,2022,Q1,Daylight,1,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Other Pole,10,ZV12840037,Property Damage Crash,,6.01,20220329,6/23/2023 6:15:00 PM,,Yes,Y,N,WICOMICO,UNK,Fixed Object,9,Not Applicable,0,2525,MU,,0.91,East,E,S SCHUMAKER DR,10,Feet,F,W,277,CO,,BEAGLIN PARK DR,38.35201,-75.57376,20220329,3/29/2022 12:00:00 AM,,-75.5737600003237,38.3520099999616
